order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
0013503b13da1eac686219390b7d641b,f7277fce45fad3165379c15cacf5ddbe,delivered,2017/12/5 23:40,2017/12/7 3:16,2017/12/7 22:59,2017/12/20 22:46,2017/12/28 0:00
00137e170939bba5a3134e2386413108,7b63cba66b8e6d002e94d0990c1e2868,delivered,2017/11/24 16:50,2017/11/25 6:30,2017/11/28 19:43,2017/12/11 19:12,2017/12/18 0:00
001427c0ec99cf8af737bd88e92fd444,eab9c552374be06ed15923016dc9e588,delivered,2018/4/7 18:51,2018/4/7 19:08,2018/4/9 23:29,2018/4/25 23:38,2018/5/10 0:00
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,2017/10/16 15:29,2017/10/16 16:07,2017/10/16 23:04,2017/10/27 18:43,2017/11/6 0:00
0014ae671de39511f7575066200733b7,41065d9dcea52218c3943d2eed072b97,delivered,2017/5/22 13:49,2017/5/23 3:15,2017/5/29 9:04,2017/6/7 13:52,2017/6/13 0:00
0015ebb40fb17286bea51d4607c4733c,da43a556bf5c36a1104c473cff77de6c,delivered,2018/1/14 9:01,2018/1/14 9:11,2018/1/17 22:56,2018/2/1 20:29,2018/2/15 0:00
00169e31ef4b29deaae414f9a5e95929,efb3830adb68fb8a89c948774388ec28,delivered,2018/1/16 9:26,2018/1/17 3:35,2018/1/17 16:46,2018/1/23 20:19,2018/2/7 0:00
0016dfedd97fc2950e388d2971d718c7,2c8b917c5d7dd720ebe36a5ed3b501ec,delivered,2017/4/28 19:54,2017/4/29 10:05,2017/5/16 8:40,2017/5/22 18:32,2017/6/1 0:00
0017afd5076e074a48f1f1a4c7bac9c5,8085a9af46f619bc25966f151a362b0d,delivered,2017/4/6 22:16,2017/4/6 22:25,2017/4/17 13:54,2017/5/23 8:32,2017/5/19 0:00
001862358bf858722e1e2ae000cfed8b,2cf869dd40c98f29686f636d83545cce,delivered,2018/2/6 19:11,2018/2/7 19:10,2018/2/8 17:44,2018/2/15 22:57,2018/3/2 0:00
0019c29108428acffd089c36103c9440,5f6bbac628ae418db4e0f92932f899c1,delivered,2018/3/6 6:40,2018/3/6 6:50,2018/3/7 1:20,2018/3/16 22:34,2018/4/11 0:00
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,2017/12/27 0:38,2017/12/28 2:33,2017/12/28 18:09,2018/1/17 20:43,2018/1/29 0:00
001ac194d4a326a6fa99b581e9a3d963,f4f17ada91ef010cbde3892ae54e625f,delivered,2018/7/4 11:39,2018/7/6 2:51,2018/7/6 8:58,2018/7/12 17:48,2018/7/17 0:00
001b76dd48a5b1eee3e87778daa40df8,a62843b08086d1629415a203a7fd419d,delivered,2018/3/26 17:42,2018/3/26 17:50,2018/3/29 23:32,2018/4/6 18:36,2018/4/27 0:00
001c85b5f68d2be0cb0797afc9e8ce9a,48ed31e735f1c420ed6ca3637b7c744d,delivered,2017/11/24 19:19,2017/11/24 22:38,2017/11/27 12:42,2017/12/22 18:37,2017/12/14 0:00
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,delivered,2017/5/14 17:19,2017/5/14 17:35,2017/5/24 15:45,2017/5/26 13:14,2017/5/24 0:00
001daeb0eddc45b999bad0801ad9d273,3ba02060e681d361d603d5f7ef0a730b,delivered,2017/5/17 23:19,2017/5/19 2:15,2017/5/19 10:03,2017/6/8 15:34,2017/6/19 0:00
001dbc16dc51075e987543d23a0507c7,698a74f33469466fa4172e829505d1c6,delivered,2017/1/28 13:17,2017/1/28 13:32,2017/2/1 15:59,2017/2/13 13:17,2017/3/20 0:00
001e7ba991be1b19605ca0316e7130f9,b6a1445ee505f3a95c827e7a5188ad02,delivered,2017/3/18 11:47,2017/3/18 11:47,2017/3/20 10:14,2017/3/28 14:23,2017/4/12 0:00
001e7cf2ad6bef3ade12ebc56ceaf0f3,d1684ed69f8fd574b7c344de923f379a,delivered,2018/5/19 10:29,2018/5/19 10:59,2018/5/21 14:34,2018/6/4 18:08,2018/6/5 0:00
0020262c8a370bd5a174ea6a2a267321,9ec353f970bdf785f6568724d9ea19aa,delivered,2017/11/28 9:32,2017/11/28 9:58,2017/11/29 0:09,2017/12/2 12:27,2017/12/22 0:00
0020a222f55eb79a372d0efee3cca688,0c45155afd8ff99622c40824057f9b34,delivered,2017/8/15 2:45,2017/8/15 3:03,2017/8/15 16:40,2017/8/24 19:19,2017/9/6 0:00
002175704e8b209f61b9ad5cfd92b60e,a562db3c7cb9a68947debd30879b491e,delivered,2018/4/22 12:13,2018/4/24 17:24,2018/4/23 19:03,2018/5/2 20:38,2018/5/14 0:00
00229e4e43f7a7e0b9dd819ad43268d3,655418b3cc52d17ccb5b4330a7f03197,delivered,2018/3/31 16:41,2018/3/31 16:50,2018/4/2 22:38,2018/4/5 19:02,2018/4/26 0:00
0025081dcf9330f9a5052ae82c6ce396,7e6fefa11d6a2c832593264f69df9de3,delivered,2018/3/27 16:25,2018/3/27 16:35,2018/3/28 17:58,2018/4/5 23:48,2018/4/17 0:00
00254baeb6c932b0a8aeead91fbd02b5,ce0421a97232c2a1194cdb66cd3ebb9d,delivered,2018/5/8 21:45,2018/5/8 22:14,2018/5/9 13:51,2018/5/30 19:38,2018/6/5 0:00
00259a44fcad3fc0474329e925d14fc3,7715f80f77f2ebf4583f97a0a6a7548b,delivered,2017/12/27 17:52,2017/12/27 17:59,2017/12/28 21:53,2018/1/4 13:32,2018/1/22 0:00
0025c5d1a8ca53a240ec2634bb4492ea,2430ad4b1b6efb56cf3050b5d3cf5e54,delivered,2018/7/8 9:17,2018/7/8 9:30,2018/7/10 13:36,2018/7/31 10:51,2018/8/3 0:00
002611a77fe03d076285fd4ca95db77c,2b6cb6a4852a866c3b71dcbc7c5a2fce,delivered,2018/2/27 17:46,2018/3/1 2:49,2018/3/2 3:12,2018/3/22 19:03,2018/3/26 0:00
002691433f09002ac9ca0c4e8dbb8ead,630b8c2f4134e83812d827e8006caa85,delivered,2017/2/2 21:18,2017/2/2 21:30,2017/2/3 12:34,2017/2/7 13:04,2017/3/3 0:00
0026a368634b6e6f34f33b1499773a30,66b8528f2144c6cf919795323c4d43fb,delivered,2017/10/27 21:10,2017/10/27 21:26,2017/11/3 20:59,2017/11/7 21:58,2017/12/1 0:00
00275bce676303c3bfd7292aefdfa223,a12427487c970a4a75dbeb5884f126a8,delivered,2017/11/24 23:10,2017/11/28 3:39,2017/11/29 17:28,2017/12/4 19:42,2017/12/14 0:00
00276d5c3491fbf55305e26891040df9,54686c41e86854e35879efbd1c2cab1b,delivered,2018/2/13 11:47,2018/2/13 12:55,2018/2/20 23:19,2018/3/16 19:57,2018/3/22 0:00
002834535f7a609a5c68266f173fa59e,89a6b1bfbe1b366503995b8df4c49450,delivered,2018/7/23 17:26,2018/7/28 23:30,2018/7/24 15:53,2018/8/11 1:48,2018/8/14 0:00
0028de0ca693a1bb26448916a81105cc,4b4773853bbbc435ddddd51bd6c6a002,delivered,2018/8/15 14:59,2018/8/17 3:35,2018/8/17 9:45,2018/8/28 18:58,2018/9/11 0:00
002955b0acc63d04f6724a31967e82bd,accb4b4ad075d07a833eacca116071c7,delivered,2017/12/18 13:43,2017/12/18 15:51,2017/12/19 17:51,2017/12/26 18:28,2018/1/16 0:00
0029c5db35ef291ce99d1262012e7daa,2f08bf21468eccdf69598582d4b89fb5,delivered,2018/8/25 0:09,2018/8/28 3:50,2018/8/29 13:24,2018/8/30 18:34,2018/9/3 0:00
0029f17cf0e7640c5cb6825af681303f,687223424c00a708c168301ebb8d16ef,delivered,2018/5/2 11:59,2018/5/2 12:14,2018/5/3 12:12,2018/5/10 23:42,2018/5/22 0:00
002af7fa9eb99d1456bceb6a13d6fc0b,bacf5021c97183a2a3946dff31e56098,delivered,2018/2/18 18:46,2018/2/18 19:46,2018/2/19 20:35,2018/3/12 18:15,2018/3/15 0:00
002b430ff89b3a24c31a1170acbbedea,8d69dbf0f4dcb6c90367e0877ae94732,delivered,2017/6/20 21:55,2017/6/20 22:10,2017/6/21 11:26,2017/6/29 14:57,2017/7/12 0:00
002b4e6fa42cd4a22cc86abc18fe9c05,a5fd6dd86d703cedc9ab6be3dba12816,delivered,2018/3/11 10:24,2018/3/11 10:35,2018/3/12 19:47,2018/3/19 22:34,2018/4/6 0:00
002c9def9c9b951b1bec6d50753c9891,06cf02bf583b05fd91bc8eec0f1b4c3f,delivered,2018/5/14 16:57,2018/5/15 17:37,2018/5/17 13:27,2018/5/18 14:37,2018/5/25 0:00
002d040018d12a3853c059f7f23ab5b1,d7a77284d0a56f6b1ecb8c344b60d3e4,delivered,2017/11/19 19:16,2017/11/21 3:47,2017/11/21 23:21,2017/11/27 18:54,2017/12/8 0:00
002f16b7bc4530031b7d90f791b12d8a,1eeffe21744883fbf61fbf138dbb8eee,delivered,2018/7/2 16:51,2018/7/2 17:11,2018/7/3 16:35,2018/7/6 18:14,2018/7/25 0:00
002f19a65a2ddd70a090297872e6d64e,7fa80efb1ef15ca4104627910c29791c,shipped,2018/3/21 13:05,2018/3/21 13:15,2018/3/22 0:13,0000-00-00 00:00:00,2018/4/16 0:00
002f98c0f7efd42638ed6100ca699b42,75fd1fb0bb511fc71ac2b2649c02b21b,delivered,2017/8/4 9:19,2017/8/4 9:30,2017/8/4 18:09,2017/8/7 19:07,2017/9/5 0:00
0030d783f979fbc5981e75613b057344,84ddc138522822dfb51b603c2f466a18,delivered,2017/11/24 20:03,2017/11/24 23:13,2017/12/15 19:34,2018/1/6 0:25,2017/12/15 0:00
0030ff924c38549807645976adeef2c0,c46e1af5a15417246a9c5e81ac964358,delivered,2018/3/25 16:52,2018/3/25 17:10,2018/4/7 1:18,2018/4/16 15:39,2018/4/20 0:00
00310b0c75bb13015ec4d82d341865a4,0dad07848c618cc5a4679a1bfe1db8d2,canceled,2018/8/15 14:29,2018/8/15 15:04,0000-00-00 00:00:00,0000-00-00 00:00:00,2018/8/29 0:00
00324b3eda39ba5ecce3945823e3594c,cbde8134b8a718381d08167dfc58ec8c,delivered,2018/4/10 1:14,2018/4/11 9:12,2018/4/16 19:30,2018/5/3 20:29,2018/4/30 0:00
0032d07457ae9c806c79368d7d9ce96b,d356c20816dc75a309628b5c17d89468,delivered,2018/3/10 18:53,2018/3/10 19:48,2018/3/13 17:16,2018/4/29 21:08,2018/4/17 0:00
003324c70b19a16798817b2b3640e721,43696894b5bf8fbe1a40b2148ea505a0,delivered,2017/5/18 19:04,2017/5/18 19:22,2017/5/19 16:04,2017/5/30 8:12,2017/6/7 0:00
00335b686d693c7d72deeb12f8e89227,d96e5c4400413a11fa8c9fd54be4a20b,delivered,2017/7/17 21:25,2017/7/19 3:45,2017/7/19 17:07,2017/9/12 20:58,2017/8/11 0:00
00335f75ea6a4455b524a8dd177067f5,32b84239e3f3904ac162d832454770c7,delivered,2018/4/25 21:47,2018/4/25 22:10,2018/4/27 14:49,2018/5/3 22:16,2018/5/28 0:00
00337fe25a3780b3424d9ad7c5a4b35e,4b1b5c848616a4b5fa9d76cb1d12067b,delivered,2017/9/25 17:39,2017/9/25 17:50,2017/9/26 22:31,2017/9/27 16:52,2017/10/10 0:00
003423b755b562962a6225a8de40d12e,18f1bb6325d50619d5c13b7a25b869fd,delivered,2018/7/8 11:28,2018/7/10 4:25,2018/7/13 15:00,2018/7/24 21:33,2018/8/8 0:00
00345f338696283410b7977d2e3efc89,3f9d223f86d2f243dd5a85fdc286c62a,delivered,2018/8/20 11:06,2018/8/20 15:12,2018/8/21 13:18,2018/8/30 21:13,2018/9/11 0:00
0035246a40f520710769010f752e7507,4bcf2ad7ccc061c13ff360aae5b7abcd,delivered,2017/8/17 0:57,2017/8/17 1:25,2017/8/22 15:33,2017/8/28 19:14,2017/9/6 0:00
0035c0b07126fe9c24a325216fb96064,c8c4991d84dbfef1f61c6152486db6d4,delivered,2017/11/24 1:08,2017/11/24 1:29,2017/11/28 17:17,2017/12/7 16:59,2018/1/3 0:00
0035e6b7ade84b3f5b86bd49814793df,3a0cc7c9af6abf8868dad5a1de4a16e1,delivered,2018/2/21 2:46,2018/2/21 7:10,2018/2/22 0:51,2018/2/26 16:49,2018/3/13 0:00
0036757472ece3dde52fd4bfd929c90e,ea477083e770db0655938e79149f8c24,delivered,2018/7/19 14:58,2018/7/19 15:10,2018/8/7 7:45,2018/8/9 14:33,2018/8/20 0:00
0036887767dea4bd43b1a88cd0d9477a,43bb6f9650ab2a7e6ef1c93168c4cfcf,delivered,2017/10/13 0:04,2017/10/14 0:07,2017/10/17 12:56,2017/10/23 19:09,2017/11/1 0:00
00378c6c981f234634c0b9d6128df6dd,f3476df115c5d26bdb6bfb71b5fb66af,delivered,2018/2/2 19:39,2018/2/2 19:50,2018/2/5 18:06,2018/2/26 21:36,2018/2/26 0:00
003822434f91204da0a51fe4cf2aba18,327679cc34d41d4c48ee5e55246aa6d6,delivered,2018/6/13 14:10,2018/6/15 2:37,2018/6/15 14:48,2018/6/19 13:34,2018/7/20 0:00
0039500db36d50d7d0bfaf23723550f3,90bd9911aed064dfc625750fbd83ebca,delivered,2018/7/6 10:37,2018/7/6 10:51,2018/7/7 9:15,2018/7/21 0:08,2018/8/3 0:00
003a7f59d7e08a9c61d9e2881fe6459c,f7838e5eeb3271df42376952e651e403,delivered,2018/8/19 12:51,2018/8/20 11:49,2018/8/22 12:04,2018/8/27 22:32,2018/8/29 0:00
003a94f778ef8cfd50247c8c1b582257,da108bc410acffb1400cf9caea65a332,delivered,2018/8/3 14:52,2018/8/3 15:05,2018/8/6 14:12,2018/8/24 0:18,2018/8/15 0:00
003cc6161d7a2593f2525cce0c330d32,7d9802889236ab8fc541bfb438978cd7,delivered,2018/8/3 19:33,2018/8/3 20:04,2018/8/6 15:02,2018/8/7 11:32,2018/8/8 0:00
003d0634280ff3d1d3a54459349a6899,cca819156e50623e9d3762ebeee308dc,delivered,2018/3/17 17:50,2018/3/17 18:08,2018/3/23 19:24,2018/3/27 22:34,2018/3/29 0:00
003d804eef0e1b856881cd18e0cc0d4c,1c1bfb2cd4aa789067295941c42120ff,delivered,2017/11/17 19:43,2017/11/18 12:15,2017/11/21 22:38,2018/1/10 23:19,2017/12/18 0:00
003d9fc84ad902adf2265248b5ffe1a4,8c66482ec333eae596c93a9131981a9a,delivered,2018/8/19 19:43,2018/8/20 19:35,2018/8/22 10:06,2018/8/27 18:17,2018/9/5 0:00
003edccf16bc5ec447f592913b3df2b4,ab3642244247c0c638253fe68ee4c345,delivered,2018/7/7 9:02,2018/7/7 10:15,2018/7/13 14:11,2018/8/2 23:07,2018/8/3 0:00
003f201cdd39cdd59b6447cff2195456,e41d728aab3d0dff5fb070f93eb61345,delivered,2018/2/21 16:59,2018/2/21 17:10,2018/2/23 0:07,2018/3/28 18:54,2018/3/22 0:00
003f9bcc09427647c4b9d361a523545b,a1a6d4f18deef15fee3ad4b6f36a7ce0,delivered,2018/2/6 13:06,2018/2/6 13:15,2018/2/6 21:52,2018/2/8 19:06,2018/2/22 0:00
00404fa7a687c8c44ca69d42695aae73,0c34c39c897304ff49eeade3059c4c60,delivered,2018/5/7 22:38,2018/5/9 4:31,2018/5/10 18:29,2018/5/18 19:04,2018/5/24 0:00
0040a56893444cb56cba7cfe2225e34e,74454d0e51e0eeaaaa9b7b135469c420,delivered,2018/1/22 23:50,2018/1/23 0:15,2018/1/23 23:46,2018/2/14 23:12,2018/2/21 0:00
004157daafa0bc8672e01f00e4f0c04f,42090a79268b92ced0c591a8e63d57c2,delivered,2017/5/21 13:13,2017/5/21 13:25,2017/5/25 12:05,2017/6/2 14:57,2017/6/26 0:00
00418a49a685c6bb60633291c3fab17a,7d9edced80af5c9503cbf88a9e5f2a3e,delivered,2017/10/3 20:43,2017/10/3 20:50,2017/10/4 19:51,2017/10/5 19:53,2017/10/19 0:00
004345d16a1ab2c21962992c721c8643,3b723b649feb48f3cfbb9c728efb3d7d,delivered,2018/7/4 6:45,2018/7/5 16:09,2018/7/5 14:08,2018/7/11 17:26,2018/7/30 0:00
0044c6f6d22dd280534344177c81b989,24436139c80a4ae51c0e3a98469ed7d4,delivered,2018/5/18 16:59,2018/5/18 17:15,2018/5/21 14:46,2018/6/4 20:12,2018/6/12 0:00
0045e3085f083f0f38d24bb3f22e6593,eb729faa993caad20442243265804a7c,delivered,2017/8/10 16:13,2017/8/11 7:15,2017/8/16 18:27,2017/8/29 20:03,2017/8/30 0:00
0045f5225a96ef46630701167528fdcb,e3b91047e6ca3f5e8b656750fa3d61b2,delivered,2018/6/10 11:23,2018/6/12 4:17,2018/6/13 14:32,2018/6/18 17:36,2018/7/4 0:00
0046176ff0dbc2a178b7885355dfbb71,6cae94f1f58ab679c23ceb753967c9bf,delivered,2018/5/29 19:22,2018/5/29 19:35,2018/5/30 11:29,2018/6/4 18:18,2018/6/29 0:00
0046e1d57f4c07c8c92ab26be8c3dfc0,ae55e228ded796581eccc67045516023,delivered,2017/9/26 15:24,2017/9/26 15:49,2017/9/28 18:42,2017/9/29 18:29,2017/10/11 0:00
00471463a6106056c1a2a809f70de640,fcad74a7e0dff27c33e36cbd78280bf9,delivered,2017/9/21 22:00,2017/9/21 22:46,2017/10/4 14:45,2017/10/12 12:29,2017/10/20 0:00
00482f2670787292280e0a8153d82467,baa4ed05f22ffb6c4a41b71b699a492c,delivered,2017/2/13 16:18,2017/2/14 3:42,2017/2/14 8:32,2017/2/15 11:35,2017/3/10 0:00
0049edf42837aa808e03552a62bd2158,0f3a6d2c22bbdb61d02eb98f4a1e0dfb,delivered,2017/12/30 12:33,2017/12/30 12:48,2018/1/4 22:38,2018/1/30 22:18,2018/2/1 0:00
004b62108b876867938746ad3154167f,7ddb7e4242fcc518842aade22f5bee4d,delivered,2018/7/4 20:34,2018/7/5 16:40,2018/7/11 14:12,2018/7/13 2:46,2018/7/19 0:00
004ba47bb589cdbc485e6025bd6d3c81,ab30bf72cae845f3814c7baa50ca549a,delivered,2017/12/25 20:40,2017/12/25 20:48,2017/12/26 20:39,2017/12/29 20:24,2018/1/19 0:00
004ca5ae248069d68e8594df8abf6ce0,576908744ae56c9cf061c40a434e2a24,delivered,2018/6/6 18:30,2018/6/6 18:52,2018/6/7 14:17,2018/6/15 22:12,2018/7/26 0:00
004d76fef3dd46eb4f70da049c8d1f93,e600c255f682a86dfd0c57d3b1d7417b,delivered,2017/12/20 6:42,2017/12/20 11:10,2017/12/21 21:26,2017/12/26 20:52,2018/1/15 0:00
004eab0fd8f28adaf8d488976f77febe,c476ddfbabfa4624603e0b7f8e245057,delivered,2017/8/2 15:32,2017/8/2 15:45,2017/8/2 20:32,2017/8/3 18:17,2017/8/15 0:00
004f5d8f238e8908e6864b874eda3391,a69c820c317aa348d781a9d6732afc23,delivered,2018/2/27 12:16,2018/2/28 9:29,2018/2/28 20:48,2018/3/23 0:52,2018/3/21 0:00
004fb11815bc03b01b20a614eef69d14,9e2690a7ad4a0fd8bbf0a5b355d5e6ea,delivered,2017/11/25 13:56,2017/11/25 14:16,2017/11/27 18:22,2017/12/16 14:31,2017/12/26 0:00
004fb5e6f90a178dc74ad2b016649249,176a76443d14508cc976f1d84a44921d,delivered,2017/6/11 9:46,2017/6/11 10:02,2017/6/12 15:45,2017/6/16 16:27,2017/7/3 0:00
005059edee63c8c708ba61910793b31b,d3b3960bebb0ff8c6edb75c8edd39212,delivered,2018/2/5 18:25,2018/2/6 18:30,2018/2/7 17:31,2018/2/19 21:39,2018/3/6 0:00
00526a9d4ebde463baee25f386963ddc,5848ef3f994e18c5121d291e0daedc81,delivered,2018/8/7 22:03,2018/8/7 22:15,2018/8/8 14:11,2018/8/16 19:58,2018/8/15 0:00
0055b77cca3186676c147f532dd2547b,3747cfcc18da3cff44fd440770d92d97,delivered,2018/2/19 21:47,2018/2/19 22:47,2018/2/20 19:35,2018/3/7 19:38,2018/3/14 0:00
0057199db02d1a5ef41bacbf41f8f63b,c664dc5de5b5f4184bc4ca0285b9f8fe,delivered,2018/1/18 17:05,2018/1/20 9:07,2018/1/23 14:33,2018/2/6 20:07,2018/2/20 0:00
00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,2017/5/18 20:59,2017/5/18 21:10,2017/5/22 15:50,2017/5/30 9:12,2017/6/12 0:00
00584d79015452d19fd3d044ba3abdc0,85d84596608ea7f87175ca9521ee12aa,delivered,2017/7/23 19:11,2017/7/23 19:27,2017/7/24 19:44,2017/7/26 18:58,2017/8/11 0:00
00588f5f20fee630b83d4709e0a42715,b129d989bd1940915efbdc2d239386d3,delivered,2017/8/18 16:02,2017/8/19 16:04,2017/8/21 21:12,2017/8/30 20:43,2017/9/29 0:00
005997dca4c1fc45066d0a03d54a6469,c5b44be122ce413a4517716ad9dd072e,delivered,2018/4/10 18:01,2018/4/10 18:15,2018/4/11 22:32,2018/4/13 23:04,2018/4/26 0:00
005a1dded353107dbabf8ffc83a20365,d7165639dc4a682258711343560a17d3,delivered,2018/2/9 18:00,2018/2/9 18:10,2018/2/14 23:40,2018/3/2 22:41,2018/3/7 0:00
005b49de51a4e006055e8487a50ad8e4,366c88e3ee5ed365c8529a9639c8b91c,delivered,2017/4/9 13:35,2017/4/9 13:50,2017/4/10 11:18,2017/4/27 16:47,2017/5/4 0:00
005cad6157eadc7f1f09917607f1704a,3c3472f5efc17888458e428b0b9eeef3,delivered,2017/4/15 16:35,2017/4/16 16:45,2017/4/17 9:05,2017/5/3 14:56,2017/5/10 0:00
