order_id,payment_sequential,payment_type,payment_installments,payment_value
00259a44fcad3fc0474329e925d14fc3,1,credit_card,1,34.09
0025c5d1a8ca53a240ec2634bb4492ea,1,credit_card,7,419.39
002611a77fe03d076285fd4ca95db77c,1,boleto,1,156.75
002691433f09002ac9ca0c4e8dbb8ead,1,credit_card,1,120.43
0026a368634b6e6f34f33b1499773a30,1,credit_card,1,164.80
00275bce676303c3bfd7292aefdfa223,1,boleto,1,293.36
00276d5c3491fbf55305e26891040df9,1,credit_card,6,68.12
002834535f7a609a5c68266f173fa59e,1,boleto,1,57.17
0028de0ca693a1bb26448916a81105cc,1,boleto,1,45.30
002955b0acc63d04f6724a31967e82bd,1,credit_card,1,135.59
0029c5db35ef291ce99d1262012e7daa,1,boleto,1,514.37
0029f17cf0e7640c5cb6825af681303f,1,credit_card,1,113.44
002af7fa9eb99d1456bceb6a13d6fc0b,1,credit_card,5,109.45
002b430ff89b3a24c31a1170acbbedea,1,credit_card,10,265.55
002b4e6fa42cd4a22cc86abc18fe9c05,1,credit_card,2,119.57
002c9def9c9b951b1bec6d50753c9891,1,credit_card,1,173.80
002d040018d12a3853c059f7f23ab5b1,1,boleto,1,169.84
002f16b7bc4530031b7d90f791b12d8a,1,debit_card,1,284.13
002f19a65a2ddd70a090297872e6d64e,1,voucher,1,44.11
002f19a65a2ddd70a090297872e6d64e,2,voucher,1,33.18
002f98c0f7efd42638ed6100ca699b42,1,credit_card,9,93.62
0030d783f979fbc5981e75613b057344,1,credit_card,7,78.27
0030ff924c38549807645976adeef2c0,1,credit_card,2,292.24
00310b0c75bb13015ec4d82d341865a4,1,credit_card,2,55.28
00324b3eda39ba5ecce3945823e3594c,1,boleto,1,110.07
0032d07457ae9c806c79368d7d9ce96b,1,credit_card,2,186.19
003324c70b19a16798817b2b3640e721,1,credit_card,5,234.70
00335b686d693c7d72deeb12f8e89227,1,boleto,1,80.79
00335f75ea6a4455b524a8dd177067f5,1,credit_card,4,177.01
00337fe25a3780b3424d9ad7c5a4b35e,1,credit_card,1,139.68
003423b755b562962a6225a8de40d12e,1,boleto,1,261.33
00345f338696283410b7977d2e3efc89,1,credit_card,1,67.34
0035246a40f520710769010f752e7507,1,credit_card,8,99.11
0035c0b07126fe9c24a325216fb96064,1,credit_card,10,150.44
0035e6b7ade84b3f5b86bd49814793df,1,credit_card,1,34.00
0036757472ece3dde52fd4bfd929c90e,1,debit_card,1,203.03
0036887767dea4bd43b1a88cd0d9477a,1,credit_card,3,423.63
00378c6c981f234634c0b9d6128df6dd,1,credit_card,2,52.85
003822434f91204da0a51fe4cf2aba18,1,boleto,1,175.16
0039500db36d50d7d0bfaf23723550f3,1,credit_card,2,203.23
003a7f59d7e08a9c61d9e2881fe6459c,1,credit_card,10,134.28
003a94f778ef8cfd50247c8c1b582257,1,credit_card,1,57.98
003cc6161d7a2593f2525cce0c330d32,1,credit_card,4,97.90
003d0634280ff3d1d3a54459349a6899,1,credit_card,1,228.89
003d804eef0e1b856881cd18e0cc0d4c,1,credit_card,3,312.74
003d9fc84ad902adf2265248b5ffe1a4,1,credit_card,3,94.74
003edccf16bc5ec447f592913b3df2b4,1,credit_card,1,64.85
003f201cdd39cdd59b6447cff2195456,1,credit_card,2,204.06
003f9bcc09427647c4b9d361a523545b,1,credit_card,8,238.80
00404fa7a687c8c44ca69d42695aae73,1,boleto,1,99.90
0040a56893444cb56cba7cfe2225e34e,1,credit_card,1,119.29
004157daafa0bc8672e01f00e4f0c04f,1,credit_card,4,222.91
00418a49a685c6bb60633291c3fab17a,1,credit_card,2,56.78
004345d16a1ab2c21962992c721c8643,1,voucher,1,53.27
0044c6f6d22dd280534344177c81b989,1,credit_card,1,196.07
0045e3085f083f0f38d24bb3f22e6593,1,credit_card,3,130.74
0045f5225a96ef46630701167528fdcb,1,boleto,1,110.41
0046176ff0dbc2a178b7885355dfbb71,1,credit_card,1,137.72
0046e1d57f4c07c8c92ab26be8c3dfc0,1,credit_card,1,15.57
00471463a6106056c1a2a809f70de640,1,credit_card,5,265.96
00482f2670787292280e0a8153d82467,1,boleto,1,18.56
0049edf42837aa808e03552a62bd2158,1,credit_card,1,67.50
004b62108b876867938746ad3154167f,1,boleto,1,118.35
004ba47bb589cdbc485e6025bd6d3c81,1,credit_card,6,60.85
004ca5ae248069d68e8594df8abf6ce0,1,credit_card,4,221.08
004d76fef3dd46eb4f70da049c8d1f93,1,boleto,1,147.39
004eab0fd8f28adaf8d488976f77febe,1,credit_card,1,33.48
004f5d8f238e8908e6864b874eda3391,1,boleto,1,138.60
004fb11815bc03b01b20a614eef69d14,1,credit_card,3,92.74
004fb5e6f90a178dc74ad2b016649249,1,credit_card,2,143.92
005059edee63c8c708ba61910793b31b,1,credit_card,8,219.78
00526a9d4ebde463baee25f386963ddc,1,credit_card,3,169.16
0055b77cca3186676c147f532dd2547b,1,credit_card,2,189.37
0057199db02d1a5ef41bacbf41f8f63b,1,boleto,1,37.09
00571ded73b3c061925584feab0db425,1,credit_card,4,389.82
00584d79015452d19fd3d044ba3abdc0,1,credit_card,3,122.17
00588f5f20fee630b83d4709e0a42715,1,credit_card,4,114.90
005997dca4c1fc45066d0a03d54a6469,1,credit_card,6,133.75
005a1dded353107dbabf8ffc83a20365,1,credit_card,8,89.28
005b49de51a4e006055e8487a50ad8e4,1,credit_card,4,61.38
005cad6157eadc7f1f09917607f1704a,1,credit_card,2,110.84
005d9a5423d47281ac463a968b3936fb,1,credit_card,10,145.26
005e5166e99d1e4d0c4f808b0540ba94,1,boleto,1,136.70
005f25968fc854ea16fb16f5bdbc87c7,1,credit_card,3,86.15
00602f25bffa1dcfb71e202fbf9824fb,1,boleto,1,93.92
00611822267e76e0055c25c18506f06e,1,credit_card,3,180.21
006127b8b9a1681a982313ed7129c3c0,1,boleto,1,556.22
0064d74f7de7917d54768d7722ad56ac,1,credit_card,4,221.07
006557c3221c1fcd02b0106343ab357b,1,credit_card,1,23.17
00664284de7a3470d22931ed78615ee4,1,credit_card,2,55.75
0066a1fdaee16ad5022c5ef979d0b661,1,credit_card,9,226.28
0067c6030d65af0ff98790158ddb0020,1,credit_card,1,54.06
0068468c453d28c8ef3fd089e50a5847,1,credit_card,3,489.85
00685d31ae12e47470ba5c18ba74f22c,1,credit_card,7,75.17
0068c109948b9a1dfb8530d1978acef3,1,boleto,1,103.38
0068e836900867da359bd81db9227a33,1,boleto,1,113.43
0068fb0e223115e911d362627e8b8800,1,boleto,1,91.79
006c42f310102c1910b3c5793ce5fc34,1,credit_card,3,250.79
006cb7cafc99b29548d4f412c7f9f493,1,credit_card,3,70.14
006cba07f62f921fe4f58365bde2b2eb,1,credit_card,2,81.98
006dd93155bc2abd844cc5eed3a0fe7f,1,credit_card,3,57.68
006df90050498994d670b40da4651d22,1,credit_card,1,21.39
006e05e81c068ddc38e48ebe189b922e,1,credit_card,1,43.10
006e43460a55bc60c0a437521e426529,1,credit_card,3,142.06
006e91ddb0674525f84ce0da0655c7ba,1,credit_card,8,529.35
006f7dfffe2d90809598e8f1972b829b,1,credit_card,3,52.64
0070092bb6004faafa287e5fc35971e9,1,credit_card,2,163.06
0071ee2429bc1efdc43aa3e073a5290e,1,voucher,1,100.00
0071ee2429bc1efdc43aa3e073a5290e,2,voucher,1,92.44
0072847849eafe70995fa51a714c81ac,1,boleto,1,234.89
00750f68bb64537034e93554c64b41b5,1,credit_card,4,137.16
00756576f4e494406945ac21cb82cfe0,1,boleto,1,152.71
00772b2af35643653f108fdac1155ee3,1,credit_card,3,47.96
00789ce015e7e5791c7914f32bb4fad4,1,credit_card,10,190.81
0078a358a14592b887eb140ef515f5ab,1,credit_card,3,336.38
0079bca8e89bd52fdb87408e4f3fb94d,1,boleto,1,57.29
007bbb40c95870c0f75a7855f2636c65,1,credit_card,1,162.85
007beb35f98c075747e6fc4fd1c0cb73,1,credit_card,2,83.59
007c7cb12ef3567531307ca78d395758,1,credit_card,2,195.00
007ec946d4f798caf2b43c9d44c56421,1,boleto,1,43.00
007ff0b0f79be782f633fc3b18cbe337,1,credit_card,1,55.11
0080eebb288dba1857ccf048dfe6bdfe,1,voucher,1,21.10
0081ab2c99dc85945c28926b77dc6960,1,credit_card,4,279.70
0081ce648af7d6a7bac2a93b6035d1e3,1,boleto,1,117.85
0084209c576daad6ff4534902fcb4892,1,credit_card,8,85.14
0084e195fbd72ae51599af47f04afede,1,credit_card,1,113.03
00858d03144cc35cfd1dd043647e7c88,1,credit_card,1,184.03
008720830a8a30e39e6f22f81818a141,1,credit_card,1,69.72
0087889a1c836be17f58afd7f1729a4a,1,credit_card,3,269.63
008819c6d5f6da6fa5cd9d50ca927cf4,1,credit_card,2,62.65
00891ba5de66f55000ee358ceea9b345,1,credit_card,4,149.69
008990da719764fb392914d8ab53ad04,1,credit_card,1,54.13
008a1b3db2a8bf63418c2cf7c7f494b1,1,credit_card,3,33.12
008a40c2b8b21893e04945ce58854b55,1,credit_card,2,112.00
008c3a655c66f4d92370d0d422732f69,1,boleto,1,99.44
008ce8764db2e397e153000e017475b6,1,credit_card,3,70.88
008cfe221ab054c89bc31720098cca51,1,credit_card,4,146.84
008d9bf350ff02ed444b3452cf3f57e0,1,credit_card,1,50.44
008dc31c0ae7121f2791953ae5f532c3,1,credit_card,1,62.65
008dd5e80ebf8f849aa0c5bf4e22ce7a,1,boleto,1,207.74
008eaf9004164883520d0bd32b107261,1,boleto,1,157.34
008f831b7185cff7ab35a46c37d64cd2,1,credit_card,5,286.09
008fab5602c441d51f30b1464f5d4643,1,credit_card,1,65.55
0091a677651feaf5a08d7bb147681e14,1,credit_card,1,45.53
00921e4911895b93c7b4fc0d80c0815e,1,credit_card,1,96.62
0093cbf16a6afb7f0ab7cc821b6f9e92,1,credit_card,2,142.96
00946f674d880be1f188abc10ad7cf46,1,credit_card,4,232.72
00949655cdd8d0465e433a5e6c9643e5,1,boleto,1,25.87
0094bd07f49fed90209ffa62d1ef26d6,1,boleto,1,18.92
0094d4660e323945f84f5c29eb348aae,1,credit_card,8,309.40
0094dc9ea7e3cd54d95aea42685673ff,1,credit_card,1,104.79
0095790a64527ec83aeaaf99023c050e,1,credit_card,6,62.66
0096668e5b0b8e9657a6f7209a4e58b4,1,credit_card,2,180.37
009742b43f4530bc3db7f62332c50f4b,1,boleto,1,146.18
00975e709cd12c34d3bd44e4a7f7a876,1,credit_card,2,94.66
0097aafe2a01dd54e39888976160c377,1,boleto,1,70.59
0097f0545a302aafa32782f1734ff71c,1,credit_card,6,507.84
009838529bb913846ab6670d22865381,1,credit_card,6,176.40
0098dbda25722a3f019fe252a0cd10b3,1,boleto,1,165.03
009905140e9f8cc35d5be897937381db,1,credit_card,10,116.44
00995d799817ecc3bd2abd8fbe59c430,1,voucher,1,62.82
00998f38df3012359ef195ca75ebb329,1,credit_card,7,143.24
009ac365164f8e06f59d18a08045f6c4,1,credit_card,1,0.88
009ac365164f8e06f59d18a08045f6c4,2,voucher,1,4.50
009ac365164f8e06f59d18a08045f6c4,3,voucher,1,8.25
009ac365164f8e06f59d18a08045f6c4,4,voucher,1,5.45
009ac365164f8e06f59d18a08045f6c4,5,voucher,1,8.75
009ac365164f8e06f59d18a08045f6c4,6,voucher,1,4.17
009c278fa2ed6e7ec498200b60193ca8,1,credit_card,2,45.09
009e11afa25aa95ae78e60a793995c9b,1,credit_card,1,65.14
009fa9bd0d92710e840793bfefa80867,1,boleto,1,100.33
00a0116ff15ff973ea16bee881208ae7,1,credit_card,10,194.12
00a12754417a49a9dec20361849aa917,1,credit_card,3,57.72
00a13ab02fbe82f78cd84f14e41564ed,1,credit_card,1,168.35
00a174dbf11967d260033fa6ab711493,1,credit_card,1,291.43
00a1e977cf6e672402963940db55d919,1,credit_card,1,32.64
00a250dbdb3153cc6ecf4d3f07ef6a17,1,credit_card,6,61.77
00a379dfab816a83741012b71b264098,1,credit_card,1,23.38
00a3a334aec7455a6d3319981499a3da,1,credit_card,3,36.35
00a3f1ef430d3984dece2f39d6cbf431,1,credit_card,8,201.99
00a4d94df1c9757661679b2f4bd6d311,1,boleto,1,59.33
00a500bc03bc4ec968e574c2553bed4b,1,credit_card,8,555.99
00a57dfbb049fbaae10763e2cf15f797,1,boleto,1,337.38
00a690becda145533fa5a54daa7b6ad5,1,credit_card,1,117.42
00a77f9cc25b05b2004752593d7b8888,1,credit_card,9,196.40
00a843f5a80c7aea894c558acc29f513,1,credit_card,4,47.09
00a870c6c06346e85335524935c600c0,1,credit_card,1,69.90
00a9536682ecb394a3794c1608200803,1,credit_card,10,122.17
00a99c50fdff7e36262caba33821875a,1,credit_card,4,75.29
00aa423621f35a9ca6c6240f275b0640,1,credit_card,2,125.41
00ab1aba567dfebdc39caa4e7ca2f1b2,1,credit_card,1,48.38
00ab210695a17fe10e6b23616ae5bc97,1,credit_card,1,46.53
00ab3a43bda739029ffce95d3b2fb56c,1,boleto,1,35.36
00ab9fa91aafa3d881164b0da48999aa,1,credit_card,1,644.34
00ac05fe0fc047c54418098eb64e3aaa,2,debit_card,1,123.47
00ac2a1ec784f71feeb7ba1e5959750d,1,boleto,1,56.32
00ace652c8a5072670f30674e5f19844,1,boleto,1,147.26
00ad1a02d4d9decad15c7e8f8a9470cc,1,boleto,1,68.25
00ae7a8b4936674ebb701d4a23719a79,1,credit_card,1,37.16
00af3d9ddff7f256e83d79247dbe1a9f,1,credit_card,1,90.73
00af53fdc2002f5b6a8f16db648e003b,1,credit_card,2,51.75
00b12f4674177ef40c4bdb034138c843,1,credit_card,1,122.87
00b1861aeb89afa498404c684148a619,1,credit_card,2,98.24
00b1cb0320190ca0daa2c88b35206009,1,not_defined,1,0.00
00b2d2f2b5f7b98e6b1828764660134e,1,credit_card,4,159.69
00b30bb163474583c14db1689259cf4d,1,credit_card,10,216.51
00b402e8a76d3da83714c52d3977cc2d,1,credit_card,1,165.91
00b44ba3d7c4a5e9a9ebafef9150781d,1,credit_card,1,67.58
00b47ee856118583dbec7d1f9b18d847,1,credit_card,2,28.88
00b4846d477a7baf5d4e47970bc08c7e,1,boleto,1,48.01
00b4a910f64f24dbcac04fe54088a443,1,credit_card,1,2.54
00b4a910f64f24dbcac04fe54088a443,2,voucher,1,48.05
00b4c651133c06fb175123a492f1cac3,1,credit_card,2,173.49
00b5e1c770b1868ec1b6b726be3aa9b9,1,credit_card,1,59.25
00b676b01c289cc661c6f7732492771a,1,credit_card,1,71.19
00b6c055922e0ed2d88efdd252b2fb64,1,credit_card,1,71.05
00b6e66f005a657a6b13eedcacdf9342,1,credit_card,8,477.32
00b7174ea52bb811ebe2663add51afc0,1,credit_card,5,92.97
00b8d354b36820e9d6131fd5173c5581,1,boleto,1,65.31
00b9e0f8f588d0406a3de447eb606970,1,boleto,1,56.50
00ba414462370af2d76195d12e0d5481,1,credit_card,3,39.09
00ba57ae98928df6ba6ec9d3d8d4b1b7,1,credit_card,7,149.01
00bbc4179554524748f77763ddd62266,1,boleto,1,97.87
00bc78808b22918a467b2fa4b8ef5d68,1,credit_card,8,84.69
00bca4adac549020c1273714d04d0208,1,credit_card,3,111.30
00bcee890eba57a9767c7b5ca12d3a1b,1,credit_card,10,772.50
00bd2cb7e9076e1ccc9f766fc01a4cfd,1,credit_card,2,112.62
00bd50cdd31bd22e9081e6e2d5b3577b,1,credit_card,1,4.88
00bd50cdd31bd22e9081e6e2d5b3577b,2,voucher,1,40.46
00bd50cdd31bd22e9081e6e2d5b3577b,3,voucher,1,40.46
00bd8cf08fa3998ea6ad6d16c2165822,1,credit_card,1,34.28
00bdcdda88e6b02977fc6ce3d412c600,1,credit_card,1,137.83
00bdebefeb760588a3425fad9dfed3d9,1,credit_card,6,139.98
00beb247698c6aae94e3f859d279e2cd,1,boleto,1,52.39
00bf1320ffb5fe47a845feca16c0e0b4,1,credit_card,8,469.39
00c00d5b36157595e21108ba1da2828f,1,boleto,1,312.92
00c2335723b9b74668062e946dc66621,1,boleto,1,31.38
00c405bd71187154a7846862f585a9d4,1,credit_card,1,6.03
00c405bd71187154a7846862f585a9d4,2,voucher,1,0.21
00c405bd71187154a7846862f585a9d4,3,voucher,1,0.10
00c405bd71187154a7846862f585a9d4,4,voucher,1,0.25
00c405bd71187154a7846862f585a9d4,5,voucher,1,0.10
00c405bd71187154a7846862f585a9d4,6,voucher,1,20.00
00c405bd71187154a7846862f585a9d4,7,voucher,1,20.00
00c42b1633c1b2fa4e937bf312466561,1,credit_card,5,55.00
00c47cfa491ef55779ec7557673087fc,1,credit_card,1,72.07
00c47fefb9a49baec12ab3654d7f548e,1,credit_card,4,266.69
00c4f17dcb94448f27a2cbaa83f10a4b,1,credit_card,1,39.39
00c62d05602c1ca8164b98746d127fa8,1,boleto,1,128.35
00c763284c0056eed753352f5559ff0a,1,credit_card,6,94.55
00c81b6675ef9ecaaff5fc1d6720b96c,1,credit_card,1,39.09
00c826c901ab01b6f598a8f0c9b56b82,1,credit_card,1,92.91
00c842d0ae6462afc1d38fc055b02c75,1,debit_card,1,77.57
00c8be06a8029e300dabd52c7d4c6ad2,1,credit_card,1,35.00
00c8bfbb0a1224dcdb0180a544247159,1,credit_card,8,173.20
00c9474e0334f7a4ffc8c3a8bd21a51e,1,credit_card,10,1075.74
00c95282163553a982f38481f9488481,1,credit_card,1,64.90
00c95282163553a982f38481f9488481,2,voucher,1,20.00
00c95282163553a982f38481f9488481,3,voucher,1,20.00
00c95282163553a982f38481f9488481,4,voucher,1,20.00
00c9d0257381c7e9ec13b4505f25b2cf,1,credit_card,7,387.57
00c9d9e61ed13f5bf2f0344da1aa4775,1,credit_card,2,56.29
00c9f7d4b0e87781465e562dc109f6aa,1,credit_card,10,120.36
00cb18db3d9c03f8386e7fc70cad2504,1,credit_card,1,144.03
00cb9736c0b43d6c1e2fbb2b88e69f6a,1,credit_card,2,126.74
00ce92d57f4f9a112bdb8a2a283e5f97,1,credit_card,2,189.37
00ceda91cb2ded8570ca73e70571740a,1,debit_card,1,34.00
00cee8a4dbb042385cbbd84699e78b2e,1,credit_card,1,69.07
00cf2b04c59f0ecaf822bf3f334d5c3b,1,credit_card,3,334.68
00cf47526e0f7920b381b2baf4ecf1c7,1,credit_card,1,74.49
00cfabbe2a93b70beeec4894f86712a8,1,boleto,1,45.10
00d03eb3425f41a599ae2f788e23c07f,1,credit_card,9,90.17
00d0ff2017f9ea13dd7eec7470ca473a,1,boleto,1,74.69
00d0ffd14774da775ac832ba8520510f,1,credit_card,5,134.49
00d1289d5125017a90e528b5a7cee91f,1,credit_card,9,179.00
00d15ff0236872686e4899ed1ce680ad,1,boleto,1,80.29
00d1e381c0995f0bdb95909fe7434d0b,1,credit_card,2,170.16
00d2559e61b9a0744a0552c35c5ecccb,1,credit_card,5,872.52
00d29386638bbfd1331a2cd7ab91b5b5,1,credit_card,1,32.84
00d4439957b7fd3f8da4a33a965817fb,1,credit_card,1,33.97
00d50baf1bc56a3c59de1810a6b84b0d,1,credit_card,8,188.24
00d5fac7792747fba4b528f23930bebd,1,credit_card,1,80.23
00d831d5c3ea03b7cd6f883ad799c7e4,1,credit_card,1,138.16
00d85bfe0e28c91b69d0fe1f29255a31,1,boleto,1,203.67
00d88c00221ce96a1cfcaca9f2fceb3b,1,credit_card,1,347.56
00d8d65b666158b633f96054d31af43b,1,boleto,1,130.88
00d94e8901b75ee0d6ef1f87f947b666,1,credit_card,9,97.40
00d9ac423c9ad6781c0ed04e87666691,1,credit_card,3,379.20
00daac8efd71674d62356c2a306d1e4c,1,credit_card,1,67.97
00dc6ad47477b3b62d3c0acbe98a82a4,1,credit_card,2,144.22
00df27e666004db9f14bce766fa5327c,1,credit_card,2,203.67
00dfb074b5c910fbd08e04691c4b712f,1,credit_card,6,134.57
00e054d0da011d5016f31011af488f4f,1,credit_card,3,118.82
00e0bac9f6306d8269770acf4ee4b027,1,boleto,1,94.30
00e1426d4c79f2e022570012c1ff57ed,1,credit_card,3,86.55
00e1bdb3f1388c8ed222597ee4fa01e7,1,boleto,1,437.59
00e32e413e017e64ff93a9e800b8e1be,1,credit_card,1,322.17
00e365f4fc03d1098841af23d05c17a6,1,credit_card,3,194.33
00e4050fe32e786290a29c61141e979f,1,credit_card,4,64.00
00e5b655df1cc911466758210325c67c,1,credit_card,1,113.50
00e63486fad9d24645c9c84ed77c15fa,1,credit_card,1,54.32
00e6786fee8f476835c151a4d3fa9bf1,1,credit_card,5,175.77
00e6bc6b166eb28b4502c1cad4457248,1,credit_card,2,85.86
00e6bc6b166eb28b4502c1cad4457248,2,voucher,1,66.07
00e7aeced1d61792368ec7bf8b967a90,1,boleto,1,58.70
00e7ee1b050b8499577073aeb2a297a1,1,credit_card,2,146.87
00ea33f994bec0bbfda582074083ae12,1,credit_card,1,108.32
00ea690fe8c5eba029a3884243a02352,1,credit_card,4,49.10
00eb7b95af5ed25aaec66d4ff5295846,1,credit_card,2,106.97
00ec95a58b63378d4cc06d196cdefdf6,1,debit_card,1,187.96
00ed64bc080d87b4ab7f0c433bc5e98f,1,credit_card,1,61.01
00eead1d5a799277ef3d6b387b0bebef,1,credit_card,5,98.26
00eef7fe9e315a85d1a61a50cccb2494,1,credit_card,1,63.27
00ef7ed06a55243f3e6a9d373a89eb14,1,credit_card,1,76.17
00efb72d8e18533f736e86770705d094,1,credit_card,2,89.96
00f1a34f176151c4dcbd802c244e1072,1,credit_card,8,84.79
00f1bb0af030935db1745ee28367ea26,1,credit_card,7,288.88
00f1c7c1542f5f86c3091749d9e939d8,1,boleto,1,101.34
00f1cc7439ccb8671133776d1829faf5,1,boleto,1,177.32
00f251b943aba645652c7138e4716fee,1,credit_card,1,101.25
00f2a3509bd600bd1a06a48353788d93,1,credit_card,1,47.67
00f2c876aa08fbba04199823952e96c1,1,boleto,1,86.22
00f324f6ec332cd73ef8be4888573662,1,credit_card,7,156.33
00f33ee62c15223679d3550e751c37cd,1,credit_card,5,54.61
00f426c7214575822c3cb44ea59ef0f6,1,debit_card,1,94.65
00f57f2ccce2a2e3f393fe8f5e616e0d,1,credit_card,8,285.81
00f5fbdc777e8198c1ee008122e28ae3,1,credit_card,5,221.07
00f621226c6f4e938348f6f3a71fdc62,1,boleto,1,231.79
00f6ac4816d12f49026b09f2aa77d15f,1,credit_card,3,163.32
00f6dbc6195397197ee147ee45607a2c,1,boleto,1,64.42
00f7c5b41250e0126ced62d612ff4711,1,boleto,1,80.67
00f86b368251d739f1896d41469b2b7a,1,credit_card,4,175.05
00f8fc0cb9d9b7813f1f54fbd75426f1,1,credit_card,1,163.77
00f98eaeddb9debc8df8cb27e08216d4,1,boleto,1,60.94
00f9b0236a85fb8a06fbd9b9c53fddd8,1,credit_card,6,166.62
00f9b6769c6648ac08bf43081d1f2b07,1,credit_card,2,89.61
00faa6afcde74aaa630e1d2fda2bb0f7,1,boleto,1,40.76
00fb055886536063afa0dbee07a0944f,1,boleto,1,57.38
00fb278a99144cc1004b3ed1452ff5e1,1,credit_card,3,30.95
00fbcd8b120e5706c58b9d1a0026a7da,1,boleto,1,24.01
00fc308dd7f0937682698becaa9dcc45,1,voucher,1,104.11
00fcf938cde49ae138942b632ed62393,1,boleto,1,50.34
00fdb72e467da6f3b000b19b368a6cf6,1,credit_card,3,35.85
00fe20fc069833ab95021b46d6862646,1,credit_card,7,150.02
00fed9e582d5a3e38566872eec164ac6,1,credit_card,8,412.18
00ff0cf5583758e6964723e42f111bf4,1,credit_card,6,170.15
010061e3aa0c6ed5e393dda0652bbee8,1,boleto,1,309.29
01006620eb4732deec44be4b0d9e33cd,1,credit_card,5,145.13
010078e0913f48d014483bd856c01ca1,1,credit_card,1,58.61
01015fb6493ea5b9ba105c80b5452da1,1,credit_card,1,19.85
0101aea69a09e1aa32caa6dbaba98503,1,credit_card,8,94.90
01029b44abe6e15c8df48b1b759ab437,1,credit_card,2,93.85
0103878b7ed86b6ec873cfae01379472,1,credit_card,1,265.36
